Date,First_30min_Volume_Estimated,Total_Day_Volume,Estimated_Percentage,Volume_vs_Average,Volume_Category,First_30min_Trades_Estimated,Trades_vs_30min_Average,Trades_vs_Daily_Average,Total_Day_Trades_Estimated,Trade_Percentage_First_30min,Daily_Return,Opening_Gap_Percent,Volume_ZScore
2022-05-20,5187223.8,11527164.0,45.0,60.08226690175365,Extreme,264708,90.19865593942262,31.773685369485865,588242,45.0,13.767281105990781,2.9533914989274894,3.536270628231567
2022-05-19,3363587.5500000003,7474639.0,45.0,38.95956155323695,Extreme,169489,57.7529957406531,20.34426673764597,376643,45.0,0.36904471261161115,6.856643161355172,4.246594170351687
2022-12-08,2180072.7,4844606.0,45.0,25.251216233744675,Extreme,75127,25.599356365357313,9.017716354448542,166949,45.0,5.410920865810748,0.7162571362122196,3.050112776473297
2023-11-03,1979452.8,4398784.0,45.0,22.927488004088737,Extreme,77013,26.242006625650735,9.244098521239309,171141,45.0,4.196684762479016,6.0293628304736515,4.201002563625802
2022-12-05,1785636.45,3968081.0,45.0,20.682563528182435,Extreme,59608,20.311292001893044,7.154924813395565,132463,45.0,10.259834218875156,8.271871607798761e-06,3.510676137237534
2022-09-20,1596479.5573484667,3599304.0,44.35522971520235,18.49160833735458,Extreme,41342,14.087193563653573,4.962402725060386,91872,45.0,6.615287895722781,0.5002359898076082,2.459711915940255
2022-09-08,1421881.6500000001,3159737.0,45.0,16.469286094424127,Extreme,75976,25.888651206814956,9.11962433939306,168837,45.0,9.627514129115575,1.5510827616883696,3.936092697531866
2024-02-09,1345304.7,2989566.0,45.0,15.582315158560082,Extreme,59272,20.196800757217225,7.114593738081834,131717,45.0,-0.430849765209435,2.474658944149246,3.577869688688001
2022-09-14,1234010.25,2742245.0,45.0,14.293220431322002,Extreme,30100,10.256507335541883,3.6129921635217843,66891,45.0,14.302539633295616,2.120299025917962,2.2758224494732495
2022-11-04,1115554.5,2479010.0,45.0,12.921178224940352,Extreme,31358,10.685168007572173,3.763993630023791,69686,45.0,8.965215268342398,0.017391731377258652,3.8424927509243916
2023-11-06,1044321.3,2320714.0,45.0,12.09610255832539,Extreme,32905,11.212304779933744,3.9496846226140967,73123,45.0,3.857469761359926,2.6716800328677324,1.7285999243943853
2024-06-27,943789.05,2097309.0,45.0,10.93166360029666,Extreme,34743,11.838599148130621,4.170305207217188,77207,45.0,2.9181070118764505,0.005769811158674303,3.1343853677647466
2022-09-09,920675.7000000001,2045946.0,45.0,10.663947666449031,Extreme,21163,7.211244675816375,2.540257579953871,47029,45.0,-1.7433585107854013,1.573042452204781,1.965303659295995
2022-11-07,797625.4500000001,1772501.0,45.0,9.238688559096172,Extreme,20129,6.858911500236631,2.4161434969943523,44732,45.0,4.748035340797239,1.3486654395745645,2.1125330715318853
2024-01-25,794079.9,1764622.0,45.0,9.19762137371398,Extreme,32407,11.042612399432087,3.889908207416959,72016,45.0,4.913787582657647,0.48128358617139827,3.7673410792266466
2024-05-24,783680.85,1741513.0,45.0,9.077171876696966,Extreme,33242,11.327136772361571,3.9901357308900716,73872,45.0,-2.951807228915669,4.487958977670322,4.207891102238192
2022-12-09,758359.1685217244,2565412.0,29.56091140611038,8.783877412521555,Extreme,30451,10.37610979649787,3.6551237332691646,73581,41.38527596855453,-0.7444285563818844,0.08212650746634553,1.1387080149028097
2025-07-01,746409.15,1658687.0,45.0,8.64546344968017,Extreme,30814,10.499801230477994,3.698695698563464,68476,45.0,5.332154605468607,0.500305735608152,3.829848176080682
2024-06-26,726094.35,1613543.0,45.0,8.41016239410286,Extreme,26358,8.981429247515381,3.163828818807548,58575,45.0,1.9941190831801463,0.011760275163370783,3.524561740939113
2025-07-02,705025.8,1566724.0,45.0,8.16613084791568,Extreme,27665,9.426786559394227,3.320711900459474,61478,45.0,3.555109459432952,0.0,2.6511646545992273
2022-09-07,592995.6,1317768.0,45.0,6.8685141193957255,Extreme,23755,8.094462849029815,2.8513830180883715,52791,45.0,6.105330297863625,0.4908106289629957,4.002809215670086
2023-06-02,584338.9500000001,1298531.0,45.0,6.768246389328813,Extreme,15961,5.43867486985329,1.9158461103644917,35470,45.0,6.8269266884707775,0.888002718940404,3.03137216235631
2023-12-05,567605.4178926946,1580098.0,35.922165453832264,6.574426230213992,Extreme,22578,7.693402744912447,2.710104221528068,50175,45.0,6.0334955747020285,0.17563556447793843,1.9128991681341134
2025-02-28,551957.4,1226572.0,45.0,6.393179300495576,Extreme,17248,5.877217226691907,2.0703285327715526,38330,45.0,-3.2276692239283076,0.14430134687844728,3.5467139975766133
2023-07-28,545504.4,1212232.0,45.0,6.318435876408684,Extreme,15043,5.125868433506862,1.8056558510251894,33429,45.0,-4.953848031850967,2.832801465361657,3.7881911763462686
2022-11-01,478215.9,1062702.0,45.0,5.539050646024244,Extreme,11289,3.8467013724562236,1.355052110764034,25088,45.0,6.306715063520879,0.3436512300685778,3.7968500475732165
2023-05-22,470292.75,1045095.0,45.0,5.447278856073205,Extreme,16112,5.490127780407004,1.9339710876632223,35805,45.0,-5.961042131696427,1.4526168553052503,4.037946989014032
2022-11-09,448117.476298912,1431223.0,31.310108648261803,5.190428416512798,Extreme,14843,5.057718883104591,1.7816492585765398,33863,43.834152107566524,2.964636900982883,0.09771297767676834,1.4027971897632192
2024-06-10,433142.6275466489,1009949.0,42.887574278171364,5.016978630223094,Extreme,13958,4.756157122574539,1.6754200869912645,31019,45.0,3.241204496604113,0.10690132639073928,1.8409060082786957
