Date,First_30min_Volume_Estimated,Total_Day_Volume,Estimated_Percentage,Volume_vs_Average,Volume_Category,First_30min_Trades_Estimated,Trades_vs_30min_Average,Trades_vs_Daily_Average,Total_Day_Trades_Estimated,Trade_Percentage_First_30min,Daily_Return,Opening_Gap_Percent,Volume_ZScore
2023-04-17,23927267.25,53171705.0,45.0,18.046935608099375,Extreme,1247279,16.647455200694765,4.58930841999828,2771733,45.0,0.6398464118671555,9.998545170975325,4.197263871052598
2023-07-21,20496737.25,45548305.0,45.0,15.459487849657458,Extreme,1054532,14.074857532034976,3.880104280403683,2343405,45.0,0.8635074106723938,8.920312766168474,3.8850317553786367
2024-05-31,16701216.75,37113815.0,45.0,12.596749144604498,Extreme,924916,12.344870453527879,3.4031878886689575,2055371,45.0,-0.2057046612016433,0.679832388046508,4.1139302216608336
2022-04-18,13735784.25,30523965.0,45.0,10.360097176851466,Extreme,800537,10.684781708020887,2.9455408089290067,1778973,45.0,0.9903472073536371,8.181069721359217,3.7099273559416757
2024-07-19,13418602.200000001,29819116.0,45.0,10.120865342618707,Extreme,867639,11.580393306449965,3.1924396772645793,1928087,45.0,-2.7684408258202327,4.88893519643827,3.3170012223439382
2024-01-12,12039480.450000001,26754401.0,45.0,9.080674619711171,Extreme,692075,9.237137447211754,2.546459633145679,1537945,45.0,3.2490396927016656,4.537549990033279,3.398297060245284
2025-04-07,8915998.869276527,21715252.0,41.05869399662747,6.724815491652952,Extreme,451237,6.022668338355656,1.660306766581305,1002751,45.0,3.309911242603548,6.864604785247785,2.950627853984353
2022-09-16,8523787.436215593,20464045.0,41.65250533907442,6.428993390313273,Extreme,449284,5.996601612300814,1.6531207886691806,998411,45.0,-3.3649088541666554,0.5443959687629203,3.1161941329287814
2023-10-13,7984441.710431452,17973439.0,44.42356140319864,6.022196513677476,Extreme,383717,5.121477686423802,1.4118698855640797,852706,45.0,1.8612117020685135,4.128285675155744,3.4807353788613105
2023-12-15,7875966.074563097,18395389.0,42.814892767764235,5.940379697945465,Extreme,447948,5.978769996320645,1.6482050352177735,995442,45.0,3.634153429726436,1.4386099608626666,3.237730862012433
2024-06-07,7576813.789990411,24075302.0,31.471313589297495,5.714746659274946,Extreme,518333,6.918199854677037,1.9071835581798204,1176431,44.05983902501649,3.551652639158503,0.5943176548595878,1.79309869840471
2025-01-17,6782387.7181702,16409953.0,41.33093932792007,5.115557624700399,Extreme,466287,6.223540958491532,1.7156825820331598,1036195,45.0,-1.9205861063276546,4.016176063510858,3.0796927835923236
2024-04-18,6703382.779291445,22107945.0,30.321148253677332,5.05596882879782,Extreme,426887,5.697668451291961,1.5707120086907624,1005634,42.44960755514826,-0.13017913009073748,0.4701580964167628,2.8835271052128357
2024-04-19,6283171.586427806,20603621.0,30.49547255032407,4.73902814935551,Extreme,375990,5.01834527873012,1.3834387276905593,880670,42.6936615704537,1.8953068592057662,2.4132549688301976,2.112339264176618
2023-05-31,5904117.0248736525,17800782.0,33.16773962443702,4.453129505233326,Extreme,335029,4.4716380765118044,1.232724523257109,744509,45.0,-0.11743204049569297,0.30215328088686316,3.4226901854626264
2022-05-19,5415252.702611454,16561140.0,32.6985503571098,4.084407793188962,Extreme,336680,4.493674003145979,1.23879930540402,748178,45.0,-3.6360550699485144,1.86853394360623,3.727711531847265
2022-09-14,5396255.99366067,14332197.0,37.65128258884992,4.0700796887874615,Extreme,309646,4.132850719906558,1.1393288871365486,688104,45.0,-1.4428841406771857,3.1036546835872594,3.509541462941617
2024-07-12,5257963.111949843,17078316.0,30.78736282868781,3.9657734717332014,Extreme,386969,5.1648821887946905,1.4238354770490917,897794,43.10230796016293,1.8898809523809557,1.6518466419975775,2.2470557692156885
2024-09-20,5252860.025645027,15242974.0,34.46086062762442,3.9619245127616916,Extreme,428544,5.719784460033831,1.5768088675747307,952320,45.0,0.039370078740157494,0.570172342426242,2.750759390324092
2022-03-17,5079587.595468085,17731459.0,28.64731884425351,3.831235272014311,Extreme,410292,5.4761746884245275,1.509651433446674,1023015,40.10624638195491,-3.5719893671321223,1.7942290621127461,2.480180801402813
2022-02-28,5059579.485190404,15076542.0,33.55928358897155,3.8161443268575437,Extreme,353103,4.712872078926146,1.2992270141858016,784674,45.0,1.9854966938261407,0.7317312596113554,2.7228701305324416
2024-09-27,5022065.675840761,14908931.0,33.68494814175986,3.787849858681387,Extreme,422855,5.643853274920676,1.555876441388312,939678,45.0,-1.3120426430443841,1.6760936601903407,2.4228685444202873
2023-07-18,4950336.468461989,16743977.0,29.5648785737223,3.7337487207094067,Extreme,314459,4.19708991729619,1.1570381097126134,759733,41.39083000321122,2.873078882278587,0.776565483740319,2.561860559758315
2024-03-22,4917467.092092284,14673890.0,33.5116802163045,3.7089572761777516,Extreme,315265,4.207847613763268,1.1600037513906332,700590,45.0,-0.798818173179647,2.1676158112103536,2.7057783847360075
2022-04-19,4654328.398698639,17044923.0,27.30624479030289,3.5104871790263728,Extreme,330370,4.409454319886352,1.2155819369321792,864194,38.22874270642404,-4.5611476675221345,0.9405356566269384,1.5428893475486547
2022-10-14,4386815.649317463,14990688.0,29.263604507794863,3.3087179877524417,Extreme,258854,3.454928984229385,0.9524419490348467,631829,40.96904631091281,-0.7239057239057325,4.584823428121129,1.6909436570313547
2024-08-30,4362648.875682937,13466759.0,32.395685373763186,3.290490406512975,Extreme,371621,4.960032157309944,1.3673631836567284,825826,45.0,0.2941151275477304,0.2405144570470465,2.758168980963477
