Date,First_30min_Volume_Estimated,Total_Day_Volume,Estimated_Percentage,Volume_vs_Average,Volume_Category,First_30min_Trades_Estimated,Trades_vs_30min_Average,Trades_vs_Daily_Average,Total_Day_Trades_Estimated,Trade_Percentage_First_30min,Daily_Return,Opening_Gap_Percent,Volume_ZScore
2022-07-01,36898717.050000004,81997149.0,45.0,14.638134700380258,Extreme,1834040,15.363817908926613,4.146337524795772,4075646,45.0,-6.454621434039352,0.7994071276863817,4.1055010689020905
2022-05-31,31661442.427243523,70620653.0,44.83312045733069,12.560449145977152,Extreme,1439370,12.057653368286243,3.254080523361154,3198601,45.0,-0.3312606510613543,0.878133668318001,4.155989636071763
2023-09-20,23925166.757384624,57081884.0,41.913765070165915,9.491381861572231,Extreme,1156934,9.691677012849285,2.6155584708687227,2570965,45.0,-1.6879612744340873,0.5499796222028853,3.7054807783210224
2024-08-30,17928219.861668848,41620730.0,43.07521723350082,7.112325800312378,Extreme,1056370,8.849248830152455,2.388206675464281,2347491,45.0,-1.5889830508474576,0.8596709733953866,2.976303254752125
2024-08-29,16454364.50039569,38335358.0,42.922162094836025,6.527630856096314,Extreme,972460,8.146331794134683,2.198505697456379,2161024,45.0,1.1858874014843186,0.3203581793624513,3.9216999829861505
2022-11-28,13955200.226142047,31527484.0,44.26360259557041,5.5361843720537784,Extreme,647365,5.422999487804125,1.4635415758322692,1438590,45.0,3.7812885744774225,0.3323599023704649,3.7639616124800126
2023-07-10,13218893.210826451,33240016.0,39.76801097456286,5.244083124836441,Extreme,642161,5.379405395855174,1.4517765431835608,1427025,45.0,1.7163152897009304,2.099780151757415,3.178775989530991
2024-06-04,13208394.484604448,36709098.0,35.98125588540598,5.239918162450029,Extreme,920558,7.711546905523143,2.0811673568466045,2045686,45.0,-6.72707994588669,0.8127371555852954,2.9173160101941606
2023-07-19,12002871.857463695,39122156.0,30.68049689660175,4.761673821961702,Extreme,728704,6.104379165943196,1.6474301212998508,1696527,42.952695655242444,0.4187261434752054,0.3386049714564888,2.650853133615415
2024-05-31,12000207.139351998,31069832.0,38.62334092875687,4.760616698414434,Extreme,685075,5.738897490762415,1.5487951079580946,1522390,45.0,-0.06288160297342311,0.4526825672069027,3.4798882217995493
2023-03-17,11796576.166565701,34014213.0,34.68131444512828,4.6798340087405315,Extreme,516569,4.327316772478414,1.1678422656246468,1147933,45.0,-0.9644710544973975,0.8468499321802384,3.2489123527690777
2024-10-03,11794030.455568729,37757294.0,31.236429325599257,4.678824096649782,Extreme,794174,6.652823670151078,1.7954425516439978,1816045,43.73100105583896,-2.060454664185224,1.9285580831620672,2.4896028021720604
2022-07-04,11706267.75266056,41857728.0,27.966801620624413,4.644007648557605,Extreme,569785,4.773109085536712,1.2881512543705476,1455260,39.15352226887418,1.4607276019210502,1.2351131895906329,1.3331372670726653
2025-06-20,11469255.824413698,29010635.0,39.53465970122232,4.549982359641106,Extreme,654889,5.486028301759526,1.4805515884473504,1455309,45.0,2.4598148967068485,0.16047224933854806,3.6697214169626813
2023-07-20,11108248.113862632,38717624.0,28.69041786722923,4.4067665538513925,Extreme,644646,5.400222328693979,1.4573945497423695,1604933,40.16658501412092,1.5445774285368192,1.640338960710035,2.1524225882408126
2024-10-04,11059771.283853201,37072876.0,29.832514973624388,4.387535251945586,Extreme,704951,5.905399445331468,1.5937301173596565,1687879,41.76552096307414,-1.2393841415242597,0.21677192634803982,2.0181103554436923
2025-01-17,11057063.318506455,29366277.0,37.652247571275225,4.3864609717353575,Extreme,580999,4.867049159924785,1.3135034980528335,1291110,45.0,-1.5050122453441106,4.406020844052459,2.931677537542387
2025-04-28,11038574.63373226,31104496.0,35.488678658327274,4.379126303221251,Extreme,618001,5.177016221856969,1.3971564069820244,1373336,45.0,2.149257375233209,3.045214921753063,3.0571747593158864
2023-11-30,9974168.55442494,28439984.0,35.07093588528369,3.9568644792209455,Extreme,524673,4.395204266935428,1.186163523231321,1165942,45.0,-0.7203407671829053,0.24992836352332992,3.516058704392643
2023-05-31,9872050.570168763,27107927.0,36.41757840859157,3.9163531300906316,Extreme,481564,4.034078650135403,1.0887041088475449,1070144,45.0,-1.2040077799151108,0.7916796972850079,3.8773827730687693
2025-04-29,9090160.27482995,32538970.0,27.936226238353427,3.606168484684657,Extreme,564738,4.730830188137335,1.2767411621764602,1443948,39.110716733694794,2.0933589476203505,0.16072114943000265,2.527013330015219
2023-02-15,8971927.28085972,33503591.0,26.7790019310459,3.559264130546266,Extreme,429927,3.6015136758909794,0.9719648715528952,1146760,37.49060270346426,2.3547987296944903,0.08831581357680447,2.6843332725420903
2024-06-21,8842752.306877453,31170360.0,28.369105479941368,3.508018970273938,Extreme,580936,4.866521406697886,1.3133610697175397,1462700,39.716747671917915,-1.3181812759776075,0.005088687185810664,1.8040436154563502
2024-11-25,8718696.716958784,28923341.0,30.144154912666497,3.458804727049603,Extreme,489696,4.10220070158215,1.107088667936572,1160368,42.201816877733094,-0.23255813953488372,1.9440473456074419,2.3783176992294734
2024-09-20,8440685.66369063,30897320.0,27.318504205836074,3.348514625623602,Extreme,547962,4.590297043145866,1.2388145311782408,1432735,38.245905888170505,0.8090263791129579,0.2942794174347307,1.4974301686245046
2024-10-15,7909415.8690708345,33762794.0,23.426425754547548,3.137753942390364,Extreme,456021,3.8201040362514576,1.0309573315712268,1390436,32.79699605636657,-1.0673340379765113,1.0200178321686098,1.477966997316832
